ID,Type,CISD1,HSBP1,PGD,GSS,GCLM,PEBP1,CS
GSM1539524_treat,Tumor,8.02505,8.673343,11.146277,7.308213,7.227195,8.025344,8.801625
GSM1539525_treat,Tumor,8.069454,8.500802,10.98365,7.475171,7.392721,8.251567,8.648026
GSM1539526_treat,Tumor,7.853685,8.357498,10.89755,7.373337,7.412002,8.199215,8.746281
GSM1539527_treat,Tumor,8.299188,8.546853,10.196056,7.404014,7.390881,8.464138,8.644547
GSM1539528_treat,Tumor,8.102973,8.517403,10.657003,7.462885,7.24723,8.156227,8.861908
GSM1539529_treat,Tumor,8.302158,8.811309,10.956543,7.442612,7.119253,7.822183,8.640235
GSM1539530_treat,Tumor,7.926942,8.779467,11.21529,7.292744,7.505655,7.779184,8.507083
GSM1539531_treat,Tumor,7.899408,8.57655,10.386128,7.433533,7.399427,7.842898,8.706786
GSM1539532_treat,Tumor,8.688179,9.191071,10.053665,7.322463,7.257696,7.817625,8.378084
GSM1539533_treat,Tumor,8.298173,8.631517,10.828218,7.490792,7.188076,8.344598,8.854943
GSM1539534_treat,Tumor,8.155564,8.841385,10.754808,7.389,7.393555,8.267052,8.756268
GSM1539535_treat,Tumor,7.859764,8.893778,10.94502,7.32189,7.434193,8.020198,8.759984
GSM1539536_treat,Tumor,7.922323,8.429764,11.539531,7.314781,7.463655,7.933562,8.803448
GSM1539537_treat,Tumor,7.846694,9.157825,11.024712,7.41493,7.331037,8.041657,8.74533
GSM1539538_treat,Tumor,8.280256,8.612271,10.714585,7.320451,7.264089,8.234078,8.728955
GSM1539539_treat,Tumor,7.693479,8.460693,11.283834,7.56024,7.39754,7.802894,8.775628
GSM1539540_treat,Tumor,8.268812,8.408107,11.044009,7.539486,7.416261,8.407803,8.905492
GSM1539541_treat,Tumor,7.553056,8.158571,11.222715,7.148772,7.468176,7.670859,8.701389
GSM1539542_treat,Tumor,8.498025,8.327665,10.638283,7.268539,7.408146,7.883034,8.57665
GSM1539543_treat,Tumor,7.726813,8.429146,10.744027,7.405445,7.236498,8.155495,8.888789
GSM1539544_treat,Tumor,8.825335,9.176092,10.137416,7.436462,7.202037,8.54412,8.549977
GSM1539545_treat,Tumor,7.723755,8.699539,11.283834,7.529696,7.323256,8.255354,8.934759
GSM1539546_treat,Tumor,7.987778,8.55086,11.125087,7.391911,7.395278,8.147877,8.787551
GSM1539547_treat,Tumor,8.018545,8.651318,10.822631,7.524008,7.133794,7.813809,8.784737
GSM1539548_treat,Tumor,7.693479,8.517403,11.027909,7.438007,7.383649,7.766354,8.71914
GSM1539549_treat,Tumor,7.887723,8.641791,10.749181,7.442438,7.240586,8.228866,8.862821
GSM1539550_treat,Tumor,8.159505,8.601186,10.62492,7.423024,7.366377,8.267052,8.638525
GSM1539554_treat,Tumor,8.215981,8.743526,10.633088,7.532589,7.426118,8.005453,8.642072
GSM1539560_treat,Tumor,7.855726,9.043778,10.320969,7.349221,7.179413,8.531605,8.559266
GSM1539562_treat,Tumor,7.990427,8.650689,10.947854,7.453815,7.356127,8.06348,8.748075
GSM1539563_treat,Tumor,7.793235,8.429764,11.405593,7.481606,7.39148,7.918286,8.780195
GSM1539570_treat,Tumor,8.038229,8.762055,10.741387,7.248925,7.345733,8.146499,8.671676
GSM1539571_treat,Tumor,8.254616,9.066285,10.178706,7.398162,7.461188,7.74717,8.290633
GSM1539575_treat,Tumor,7.627153,8.454841,10.447832,7.420896,7.24158,8.272385,8.936745
GSM1539576_treat,Tumor,7.751044,8.918042,10.929581,7.334602,7.266459,7.68238,8.692559
GSM1539577_treat,Tumor,8.158582,8.732242,10.711919,7.384374,7.237132,7.858474,8.72728
GSM1539579_treat,Tumor,7.789015,8.289129,10.99972,7.394021,7.379912,7.998377,8.870602
GSM1539581_treat,Tumor,8.397539,8.616355,10.301575,7.297511,7.342389,8.111888,8.589704
GSM1539582_treat,Tumor,7.678526,8.643876,11.233865,7.483058,7.392504,7.557656,8.863752
GSM1539583_treat,Tumor,8.168249,8.76913,10.320969,7.416712,7.251889,7.774278,8.766354
GSM1539586_treat,Tumor,8.130243,8.983291,10.977538,7.241757,7.290662,8.250021,8.654939
GSM1539587_treat,Tumor,8.127297,8.415365,10.604815,7.401241,7.51483,7.704515,8.786629
GSM1539589_treat,Tumor,7.772974,8.617068,10.920878,7.330262,7.18561,7.690853,8.653137
GSM1539593_treat,Tumor,7.849366,8.484881,11.275913,7.556717,7.236325,8.168952,8.909261
GSM1539599_treat,Tumor,8.136059,8.564515,11.16786,7.46668,7.406243,7.628931,8.61291
GSM1539604_treat,Tumor,8.403613,8.928443,10.074498,7.212336,7.300294,8.551889,8.615542
GSM1539606_treat,Tumor,7.98321,8.732242,11.226555,7.090852,7.430463,7.614821,8.472673
GSM1539613_treat,Tumor,8.555728,8.978712,9.916243,7.349506,7.387754,8.270165,8.474101
GSM1539616_treat,Tumor,8.532404,8.427302,10.471832,7.615102,7.304478,8.515999,8.935768
GSM1539619_treat,Tumor,7.67228,8.110842,11.153671,7.389632,7.441805,7.74717,8.95189
GSM1539623_treat,Tumor,7.813235,8.745648,10.744027,7.437136,7.261861,8.199215,8.63768
GSM1539624_treat,Tumor,8.362207,9.0838,10.771085,7.053669,7.36717,7.823848,8.390972
GSM1539626_treat,Tumor,7.879125,8.747106,10.53111,7.405944,7.368576,8.221462,8.735334
GSM1539627_treat,Tumor,7.908188,8.8905,10.484139,7.457677,7.28977,8.05069,8.797086
GSM1539629_treat,Tumor,8.532967,8.625288,9.865772,7.448027,7.054136,8.549926,8.79977
GSM1539630_treat,Tumor,7.918439,8.496244,10.852207,7.409055,7.274507,8.061476,8.774704
GSM1539632_treat,Tumor,8.761139,8.835964,9.785193,7.450295,7.15812,8.649783,8.442765
GSM1539634_treat,Tumor,8.197156,8.496847,10.847102,7.277685,7.379514,8.167547,8.76915
GSM1539637_treat,Tumor,8.515501,8.968816,10.11162,7.396299,7.26906,8.380404,8.540741
GSM1539641_treat,Tumor,8.179042,8.796519,10.031773,7.465214,7.278355,8.059979,8.536005
GSM1539643_treat,Tumor,8.11843,8.644503,11.287579,7.212456,7.497427,7.935413,8.613777
GSM1539644_treat,Tumor,8.337824,8.530705,10.349859,7.237182,7.363947,8.068857,8.486215
GSM1539646_treat,Tumor,8.156832,8.292388,11.077297,7.452957,7.213109,8.150607,8.729884
GSM1539647_treat,Tumor,8.103812,8.424839,10.695485,7.481976,7.249398,7.569777,8.875281
GSM1539648_treat,Tumor,8.033564,8.733793,10.526164,7.452763,7.312426,8.21422,8.751742
GSM1539650_treat,Tumor,7.996886,8.864116,10.733267,7.511203,7.608859,8.05069,8.618811
GSM1539656_treat,Tumor,7.655628,8.474134,11.283834,7.50375,7.366968,7.989494,8.731636
GSM1539661_treat,Tumor,7.748257,8.855333,10.968307,7.390122,7.232715,7.987011,8.837095
GSM1539662_treat,Tumor,8.422712,8.71086,10.619706,7.375243,7.284374,8.062141,8.605397
GSM1539663_treat,Tumor,7.960369,8.389113,11.10061,7.384218,7.389426,7.883034,8.739014
GSM1539665_treat,Tumor,8.211813,8.984233,10.741387,7.344722,7.321576,8.014331,8.585605
GSM1539666_treat,Tumor,7.853041,8.493765,11.135766,7.233325,7.378077,8.055338,8.813717
GSM1539673_treat,Tumor,8.042922,8.248484,11.103943,7.546295,7.194639,8.267808,8.71914
GSM1539674_treat,Tumor,7.705665,8.912112,10.546909,7.25155,7.284028,7.750346,8.865606
GSM1539675_treat,Tumor,8.354148,8.952792,10.148535,7.432847,7.286187,8.031791,8.607072
GSM1539676_treat,Tumor,8.353652,9.012768,9.680262,7.458576,7.143619,8.678047,8.589704
GSM1539678_treat,Tumor,8.210405,8.757483,10.273927,7.446409,7.271139,8.101506,8.782944
GSM1539687_treat,Tumor,7.663014,8.621915,10.977538,7.263254,7.290232,7.570659,8.821208
GSM1539689_treat,Tumor,7.678212,8.259007,11.211465,7.413636,7.393555,8.168952,8.969401
GSM1539691_treat,Tumor,8.369807,8.856991,10.222034,7.351642,7.289944,8.150607,8.433897
GSM1539692_treat,Tumor,8.116376,8.573895,10.900497,7.459299,7.313529,8.19776,8.717224
GSM1539693_treat,Tumor,8.331117,8.535192,10.749181,7.432489,7.337371,7.97893,8.53216
GSM1539697_treat,Tumor,8.191575,8.365543,10.476711,7.28792,7.532443,8.211122,8.702286
GSM1539698_treat,Tumor,8.159505,8.526289,10.889075,7.445384,7.122078,7.940383,8.679546
GSM1539701_treat,Tumor,8.092205,8.806611,10.552094,7.32851,7.249054,7.990809,8.853016
GSM1539703_treat,Tumor,7.625152,8.733079,11.053992,7.637275,7.298884,7.877158,8.803448
GSM1539705_treat,Tumor,7.687885,8.461659,10.541753,7.504709,7.313529,8.378688,8.734445
GSM1539713_treat,Tumor,8.365541,8.720412,10.860233,7.263788,7.400479,8.129904,8.597189
GSM1539717_treat,Tumor,7.684166,8.259007,10.926586,7.608543,7.363947,8.050082,8.820247
GSM1539718_treat,Tumor,7.937938,8.867305,11.077297,7.152058,7.320076,8.006085,8.548396
GSM1539719_treat,Tumor,7.957746,8.588497,10.965315,7.290416,7.514358,8.052022,8.629843
GSM1539720_treat,Tumor,8.088129,8.404526,10.646457,7.322611,7.463227,7.874841,8.732527
GSM1539721_treat,Tumor,7.98022,8.506335,11.090923,7.55401,7.301023,7.834805,8.823054
GSM1539722_treat,Tumor,8.049882,8.250628,11.121236,7.051844,7.458466,7.885964,8.474101
GSM1539723_treat,Tumor,7.987013,8.815238,10.592606,7.415094,7.340229,7.988232,8.667222
GSM1539727_treat,Tumor,8.205851,8.643876,11.200922,7.338936,7.487965,7.852115,8.604607
GSM1539728_treat,Tumor,8.274327,8.857747,10.209666,7.293847,7.250531,8.083629,8.297602
GSM1539729_treat,Tumor,8.326465,8.813725,10.088443,7.357924,7.290321,8.394052,8.782944
GSM1539732_treat,Tumor,7.831976,8.853642,10.641013,7.079358,7.339461,7.772066,8.374918
GSM1539733_treat,Tumor,8.119276,8.813725,10.968307,7.528885,7.25683,7.834805,8.739951
GSM1539736_treat,Tumor,8.1876,8.897105,10.633088,7.433015,7.352208,8.09564,8.649703
GSM1539737_treat,Tumor,8.132315,8.57186,9.957165,7.128817,7.176641,8.342913,8.763593
GSM1539739_treat,Tumor,7.837662,8.507566,11.525932,7.523203,7.444633,7.820536,8.809835
GSM1539742_treat,Tumor,7.928353,8.32941,10.869109,7.214056,7.411564,7.973988,8.554576
GSM1539743_treat,Tumor,8.428339,8.783321,10.122471,7.392089,7.470991,8.309989,8.52836
GSM1539746_treat,Tumor,8.360058,8.51357,10.329942,7.320751,7.392925,8.683576,8.590514
GSM1539747_treat,Tumor,8.427157,8.704375,10.411869,7.646866,7.383649,8.025344,8.794368
GSM1539748_treat,Tumor,8.024664,8.96081,11.507939,7.122559,7.526178,7.615312,8.322351
GSM1539749_treat,Tumor,7.786236,8.442925,11.11777,7.440379,7.275533,7.779184,8.92459
GSM1539751_treat,Tumor,7.64761,8.347476,11.027909,7.404014,7.255474,8.166882,8.864699
GSM1539752_treat,Tumor,8.305157,9.02376,10.546909,7.200416,7.385939,7.877158,8.495093
GSM1539763_treat,Tumor,7.48024,8.231352,10.825477,7.585987,7.180322,7.912267,8.782944
GSM1539765_treat,Tumor,7.630575,8.409331,10.886403,7.54984,7.198525,7.907421,8.846439
GSM1539766_treat,Tumor,8.438506,8.848754,10.050392,7.362289,7.334531,8.606469,8.514022
GSM1539767_treat,Tumor,8.168249,8.376082,11.012357,7.285069,7.407303,8.236284,8.72545
GSM1539768_treat,Tumor,8.023939,8.579808,10.447832,7.326745,7.311892,7.800623,8.760872
GSM1539769_treat,Tumor,8.033564,8.641128,10.40958,7.355021,7.121794,8.016258,8.780195
GSM1539773_treat,Tumor,8.245515,8.990448,10.690159,7.155317,7.340819,8.166205,8.516333
GSM1539777_treat,Tumor,8.348391,8.854454,11.498644,7.370702,7.350207,7.91351,8.565465
GSM1539778_treat,Tumor,7.965163,8.712347,10.869109,7.490409,7.441409,8.030499,8.870602
GSM1539780_treat,Tumor,8.366052,8.767543,10.784372,7.323944,7.346321,8.280178,8.560887
GSM1539783_treat,Tumor,8.148177,8.571214,10.711919,7.448549,7.200288,8.353572,8.711951
GSM1539785_treat,Tumor,7.932547,8.363812,10.886403,7.415414,7.126126,8.171827,8.774704
GSM1539787_treat,Tumor,8.333693,8.790189,10.746687,7.516208,7.415,7.596685,8.828637
GSM1539788_treat,Tumor,8.279755,8.918042,10.026879,7.473039,7.296312,8.207304,8.520792
GSM1539794_treat,Tumor,8.099671,8.931869,10.974584,7.336697,7.433529,7.657764,8.506379
GSM1539660_treat,Tumor,8.247936,8.812115,10.288842,7.084507,7.375835,8.477117,8.412788
GSM1539695_treat,Tumor,7.939715,8.674776,10.692988,7.501121,7.278737,8.156938,8.821208
GSM1539750_treat,Tumor,8.39163,8.787162,10.190134,7.207113,7.394854,8.250822,8.595561
GSM1539409_treat,Tumor,7.982465,8.259531,10.498635,7.498067,7.362317,8.300673,8.963138
GSM1539410_treat,Tumor,7.773897,8.262052,10.847102,7.542505,7.273791,7.864891,8.963138
GSM1539411_treat,Tumor,8.214633,8.532026,10.54415,7.303359,7.247553,8.211837,8.72728
GSM1539412_treat,Tumor,8.02661,8.400291,11.002738,7.171092,7.37486,7.853254,8.750805
GSM1539413_treat,Tumor,7.904455,8.737601,10.91227,7.144363,7.491486,7.703513,8.560098
GSM1539414_treat,Tumor,7.974369,8.668338,10.754808,7.407723,7.211833,8.361019,8.62132
GSM1539415_treat,Tumor,8.568768,8.469783,10.381404,7.583891,7.215854,8.498967,8.64717
GSM1539416_treat,Tumor,8.138281,8.455428,10.597505,7.44228,7.303033,8.362691,8.72545
GSM1539417_treat,Tumor,8.236974,8.600523,10.240319,7.342728,7.363133,8.225109,8.823054
GSM1539418_treat,Tumor,8.447697,8.861714,10.26547,7.276435,7.367567,8.533543,8.563915
GSM1539419_treat,Tumor,7.609636,8.140453,11.040818,7.670262,7.277117,7.903141,8.783889
GSM1539420_treat,Tumor,7.69909,8.601186,10.779135,7.623436,7.416673,7.826159,8.81075
GSM1539421_treat,Tumor,7.853041,8.368989,10.762855,7.510449,7.215854,8.224407,8.942917
GSM1539422_treat,Tumor,8.314292,9.070207,10.687445,7.42337,7.305172,7.942246,8.724478
GSM1539423_treat,Tumor,8.170997,9.060429,10.627687,7.325303,7.308766,8.293445,8.583975
GSM1539424_treat,Tumor,7.809275,8.548869,10.518593,7.288888,7.305364,8.136702,8.611229
GSM1539425_treat,Tumor,7.806997,8.797318,11.28013,7.612908,7.14812,7.879448,8.783889
GSM1539426_treat,Tumor,8.165162,8.454207,9.913079,7.165022,7.431136,7.728655,8.335888
GSM1539427_treat,Tumor,7.876743,8.477845,10.98365,7.458231,7.291426,8.061476,8.803448
GSM1539428_treat,Tumor,7.912035,8.719729,10.72775,7.502063,7.334168,7.788662,8.74439
GSM1539429_treat,Tumor,8.258937,8.471011,10.627687,7.324996,7.27908,8.211837,8.829613
GSM1539430_treat,Tumor,7.659477,8.320275,11.423133,7.569945,7.490997,7.768239,8.896616
GSM1539431_treat,Tumor,8.059819,8.897898,9.909949,7.379293,7.334349,7.784731,8.657562
GSM1539432_treat,Tumor,8.223853,8.554761,10.604815,7.337573,7.541549,8.274795,8.669885
GSM1539433_treat,Tumor,7.954435,8.746425,10.749181,7.430769,7.429331,7.819399,8.604607
GSM1539434_treat,Tumor,7.791326,8.446014,10.717076,7.533543,7.354912,7.954105,8.879989
GSM1539435_treat,Tumor,8.250754,8.892079,10.269758,7.336996,7.394629,7.890024,8.7209
GSM1539436_treat,Tumor,8.316846,8.414208,10.917804,7.295512,7.37686,7.856677,8.563915
GSM1539437_treat,Tumor,8.031715,8.811309,10.194078,7.347113,7.29778,8.514096,8.655837
GSM1539438_treat,Tumor,7.655893,8.674049,11.252732,7.598582,7.192083,7.680853,8.860942
GSM1539551_treat,Tumor,7.774211,8.439848,10.744027,7.42874,7.181544,7.7418,8.890821
GSM1539556_treat,Tumor,8.339383,8.880602,10.771085,6.979284,7.39568,7.565713,8.617946
GSM1539557_treat,Tumor,8.064633,8.510896,10.554697,7.359976,7.249551,8.327682,8.759984
GSM1539558_treat,Tumor,8.351007,8.55086,10.156179,7.449944,7.348249,8.334056,8.716318
GSM1539559_treat,Tumor,8.261839,8.622598,10.797948,7.414755,7.366159,8.182759,8.728955
GSM1539561_treat,Tumor,8.571807,8.805847,10.582759,7.176291,7.371785,7.705013,8.398169
GSM1539564_treat,Tumor,7.855376,8.522426,10.395572,7.247118,7.378698,7.793459,8.517713
GSM1539565_treat,Tumor,7.528445,8.774334,11.275913,7.272204,7.160294,7.686355,8.965278
GSM1539566_treat,Tumor,8.232289,8.302934,10.674596,7.390744,7.330657,8.284719,8.688301
GSM1539567_treat,Tumor,7.945119,8.734503,10.909204,7.638192,7.312794,7.821651,8.840742
GSM1539568_treat,Tumor,8.32331,8.940525,10.34525,7.438184,7.331219,8.20592,8.560098
GSM1539572_treat,Tumor,7.783108,8.631517,10.510954,7.474813,7.324184,8.002283,8.759012
GSM1539574_treat,Tumor,7.857726,8.243259,11.097413,7.362443,7.441603,7.610619,8.646262
GSM1539584_treat,Tumor,7.778647,8.489266,10.98365,7.520131,7.18959,8.33573,8.938767
GSM1539590_treat,Tumor,7.956679,8.499428,10.800607,7.516616,7.547279,8.313106,8.910227
GSM1539591_treat,Tumor,8.187149,8.794128,10.722282,7.500558,7.304916,7.94722,8.68389
GSM1539592_treat,Tumor,8.006424,8.563849,10.909204,7.409055,7.242881,7.808077,8.79977
GSM1539594_treat,Tumor,8.073535,8.866549,10.641013,7.473557,7.236819,8.057339,8.768199
GSM1539598_treat,Tumor,8.053404,8.632204,10.250475,7.427397,7.155343,8.15332,8.707714
GSM1539602_treat,Tumor,7.936833,8.685952,10.932456,7.20724,7.379703,7.674833,8.821208
GSM1539608_treat,Tumor,8.038563,8.913873,10.421427,7.223207,7.423148,7.419054,8.33103
GSM1539609_treat,Tumor,7.963626,8.664038,10.749181,7.400271,7.278737,7.952151,8.629843
GSM1539610_treat,Tumor,8.015859,9.05637,10.806207,7.456782,7.150511,8.109033,8.798893
GSM1539611_treat,Tumor,8.319807,8.800423,10.838863,7.371021,7.300475,7.950245,8.689217
GSM1539612_treat,Tumor,8.234107,8.509517,10.617378,7.441569,7.383448,7.986385,8.718164
GSM1539614_treat,Tumor,7.93147,8.474134,10.541753,7.199582,7.216322,7.991454,8.820247
GSM1539618_treat,Tumor,7.920185,8.511554,10.22014,7.220418,7.403861,8.340545,8.509328
GSM1539620_treat,Tumor,8.060198,8.983291,11.030957,7.536458,7.272167,8.102774,8.717224
GSM1539622_treat,Tumor,8.220668,9.026562,10.479203,7.357616,7.356908,7.858474,8.57665
GSM1539625_treat,Tumor,8.446633,8.872308,10.54415,7.38739,7.225718,8.144474,8.713689
GSM1539628_treat,Tumor,8.281238,9.035175,10.258815,7.096314,7.173825,8.473466,8.48256
GSM1539631_treat,Tumor,7.937577,8.619161,10.569985,7.38739,7.302301,7.904379,8.822126
GSM1539633_treat,Tumor,7.773897,8.464098,10.679842,7.422045,7.32027,8.290157,8.846439
GSM1539635_treat,Tumor,8.304148,8.867305,10.309986,7.341215,7.334349,8.246981,8.585605
GSM1539636_treat,Tumor,8.295174,8.523065,10.700734,7.413977,7.31406,7.975795,8.793309
GSM1539638_treat,Tumor,8.18441,8.532026,10.814348,7.235276,7.346536,7.739643,8.74721
GSM1539639_treat,Tumor,8.511279,8.973206,10.194078,7.256331,7.169685,7.931114,8.438659
GSM1539640_treat,Tumor,8.013518,8.790189,10.374399,7.567852,7.206919,8.219355,8.728127
GSM1539642_treat,Tumor,8.436313,9.095902,10.466897,7.243055,7.243221,8.035081,8.472673
GSM1539645_treat,Tumor,8.102973,8.517403,10.803376,7.218426,7.125848,7.764973,8.700421
GSM1539654_treat,Tumor,8.225767,8.693205,10.428197,7.476445,7.415206,8.389016,8.822126
GSM1539657_treat,Tumor,7.937197,8.614374,11.084089,7.396988,7.38386,8.06482,8.860942
GSM1539658_treat,Tumor,8.009433,8.468526,10.889075,7.288888,7.274315,8.391497,8.862821
GSM1539659_treat,Tumor,7.879443,8.409331,11.237391,7.383763,7.370417,7.814877,8.671676
GSM1539669_treat,Tumor,8.142553,9.092935,9.864323,7.32865,7.228359,8.004226,8.459643
GSM1539672_treat,Tumor,8.249326,8.421903,11.222715,7.293847,7.499064,7.80234,8.410132
GSM1539680_treat,Tumor,7.834567,8.813725,11.17488,7.370227,7.247553,8.171079,8.74439
GSM1539681_treat,Tumor,7.97696,8.501433,10.674596,7.539079,7.391879,7.762833,8.95189
GSM1539682_treat,Tumor,7.828342,8.685264,11.248896,7.428397,7.31875,8.020198,8.750805
GSM1539683_treat,Tumor,7.624871,8.784875,11.376708,7.702272,7.443973,7.901983,9.033437
GSM1539684_treat,Tumor,8.022387,8.778747,10.784372,7.48418,7.270795,7.771537,8.732527
GSM1539690_treat,Tumor,8.696717,9.012768,10.852207,7.525785,7.388386,8.279387,8.666365
GSM1539700_treat,Tumor,8.330047,8.61294,10.489066,7.499979,7.231728,8.038968,8.792325
GSM1539708_treat,Tumor,8.252267,8.581134,11.047464,7.532589,7.322682,7.925051,8.812765
GSM1539724_treat,Tumor,8.210892,8.858525,10.889075,7.162111,7.261124,7.910451,8.583975
GSM1539725_treat,Tumor,8.099231,8.799653,10.836189,7.508957,7.306303,8.175472,8.778346
GSM1539726_treat,Tumor,7.825493,8.578503,10.781683,7.448741,7.429552,7.839922,8.752662
GSM1539730_treat,Tumor,8.045225,8.758245,10.757568,7.234376,7.385528,7.770395,8.623061
GSM1539734_treat,Tumor,8.370345,8.839847,11.233865,7.443312,7.178952,7.936029,8.964234
GSM1539735_treat,Tumor,8.161655,8.902907,10.602307,7.431122,7.257696,8.110484,8.646262
GSM1539741_treat,Tumor,8.07313,8.868108,10.674596,7.610293,7.271139,8.131874,8.755372
GSM1539744_treat,Tumor,8.078775,8.260023,10.917804,7.621877,7.410517,8.013001,8.956871
GSM1539753_treat,Tumor,8.039378,8.610053,10.894754,7.405784,7.216988,7.898273,8.778346
GSM1539755_treat,Tumor,7.968836,8.651318,10.679842,7.343956,7.283106,8.06348,8.840742
GSM1539756_treat,Tumor,8.264714,8.876396,10.455041,7.26219,7.484925,8.259243,8.7209
GSM1539760_treat,Tumor,8.332688,8.553438,10.59991,7.628525,7.38386,8.234805,8.776556
GSM1539761_treat,Tumor,8.278261,8.835153,10.751882,7.680979,7.309676,8.08157,8.864699
GSM1539771_treat,Tumor,8.185341,8.995036,10.833588,7.422045,7.191768,7.942804,8.510882
GSM1539772_treat,Tumor,8.163444,8.732242,11.121236,7.007634,7.283285,7.861994,8.92459
GSM1539774_treat,Tumor,8.069877,8.313539,10.649117,7.326456,7.134368,8.484607,8.644547
GSM1539776_treat,Tumor,8.756837,9.068159,10.559995,7.459299,7.480379,8.0029,8.439952
GSM1539782_treat,Tumor,7.955966,8.80898,10.94157,7.07462,7.549754,7.565713,8.788532
GSM1539784_treat,Tumor,7.955168,8.544913,11.087375,7.36551,7.511487,8.415737,8.713689
GSM1539786_treat,Tumor,7.560414,8.380202,10.376694,7.481793,7.239132,8.053439,8.562415
GSM1539789_treat,Tumor,7.828697,8.335474,10.977538,7.39834,7.302123,8.251567,8.809835
GSM1539790_treat,Tumor,8.373044,8.845344,10.838863,7.386593,7.342194,8.211837,8.468912
GSM1539791_treat,Tumor,8.433458,8.816018,10.604815,7.215678,7.328787,7.950245,8.668998
GSM1539792_treat,Tumor,7.569536,8.293464,11.66026,7.598582,7.098593,7.87602,9.142969
GSM1539793_treat,Tumor,8.157695,8.570497,10.484139,7.422701,7.297979,8.106999,8.838887
GSM1539688_treat,Tumor,8.115083,8.975931,10.452591,7.378061,7.160294,7.903778,8.700421
